"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"YDR001C"	1046.14881383562	-2.48523179424507e-05	0.00144265365348424	2.75327714015404e-07	4.18982498133626e-06
"YDR019C"	1117.80733115019	-6.40231463921283e-06	0.00144267087802094	1.02511036795091e-06	1.36418533581159e-05
"YDR028C"	981.346355215717	-1.9003810001388e-06	0.00144258705353594	0.000119569722845298	0.00089020538843147
"YDR033W"	5178.41327810634	-3.66168758896598e-07	0.00144267640216756	4.75497807583287e-09	9.86095453328873e-08
"YDR035W"	2018.71406058738	-2.60424348780207e-06	0.00144247225702557	2.05250384822878e-05	0.000195270047731635
"YDR036C"	349.255246489207	-7.6470766485417e-06	0.00144246282517712	6.3990520233988e-09	1.27864340431075e-07
"YDR037W"	7243.29107834795	-7.70971024432839e-06	0.00144249851661436	1.21066055601495e-07	1.94119085249812e-06
"YDR074W"	1956.93420384357	-0.507588654210033	0.137403109897162	5.3156226727041e-09	1.09202823282365e-07
"YDR089W"	712.696458675842	-5.86428227479095e-05	0.00144318940147837	6.75015824334653e-15	2.62577161489705e-13
"YDR097C"	708.420614968134	-3.01887387381839e-06	0.00144263068043243	3.5052068872868e-05	0.000312662551927048
"YDR098C-B"	155.725732858051	-6.2204015834097e-07	0.00144265305005894	4.69358910612799e-51	7.01264881447396e-49
"YDR102C"	8.53964530848753	-2.28978242070914e-06	0.00144268284021182	1.95522459491409e-15	7.83758932132025e-14
"YDR103W"	421.440968936388	-3.60519381796014e-07	0.00144261800509826	4.23465626222462e-88	1.46519106672972e-85
"YDR110W"	138.858446256844	-7.23681137020074	0.544579603782348	2.087062776708e-200	1.52448341045316e-197
"YDR119W-A"	57.4776843760049	-6.00214844100029e-06	0.0014426746765571	2.8290995166372e-05	0.000259755589697947
"YDR151C"	224.046173103985	-8.49712579894317e-06	0.00144261502363004	1.2726334247367e-08	2.40410693512042e-07
"YDR168W"	462.449259407484	-3.20592832394784e-06	0.00144259002195156	8.39656698694469e-06	8.88873291017301e-05
"YDR171W"	453.176496254168	-1.17853147080449e-05	0.00144268859397126	7.02260326938606e-10	1.58648088979189e-08
"YDR210C-D"	330.854944680315	-1.19882314950176e-06	0.00144266136933737	5.27353048867282e-37	5.25275597462653e-35
"YDR222W"	346.127459421693	-3.89698609483559e-06	0.0014426492382187	3.17743710857887e-05	0.00028497232676395
"YDR225W"	2614.81479164536	-1.10336540812598e-06	0.00144245586864603	2.45228846110919e-09	5.21726354153133e-08
"YDR238C"	3091.28053194768	-1.25873043594977e-05	0.00144252864863303	1.82961198704703e-06	2.26513544309739e-05
"YDR258C"	661.366317368172	-6.80643835280289e-06	0.00144266323909033	1.09124783687708e-06	1.43477265592599e-05
"YDR276C"	1359.61020450774	-6.47305389588839e-06	0.00144259633018833	0.000104606167594414	0.000799629006704275
"YDR277C"	73.9703394916617	-9.20717796739369e-06	0.0014426807696836	7.40570418660458e-07	1.01216422708396e-05
"YDR281C"	16.9923214637392	-1.55517777933484e-06	0.00144268057304422	1.31505392512675e-05	0.000132189059690875
"YDR293C"	3127.22531280918	-2.20979250533358e-07	0.00144209288814194	1.53368959015688e-17	7.25357939977796e-16
"YDR304C"	638.030229614182	-1.84864817761076e-06	0.00144262519074643	1.42179768907516e-06	1.81493165203497e-05
"YDR309C"	618.340953480396	-5.28921052757925e-06	0.00144258590194151	5.30872299928644e-16	2.208831961855e-14
"YDR316W-B"	194.766308956286	-1.22415976247292e-06	0.0014426572160611	2.42353026617957e-52	3.7051832488057e-50
"YDR320C"	218.145286718753	-3.47231801121904e-06	0.00144254207858426	5.47352898539328e-06	6.15093667520948e-05
"YDR358W"	174.195723581422	-1.78336468790116e-05	0.00144266050041799	8.90973037957967e-05	0.000699791726587297
"YDR363W-A"	161.722484872031	-1.44786588862934e-06	0.00144263592273996	9.19439182244762e-05	0.000719570617152031
"YDR372C"	754.596274948403	-1.00973779224623e-05	0.00144251860272942	0.000105646615324765	0.000802990978583123
