"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"Q0255"	"341.929844693304"	"0.646106776612211"	"0.119394312506038"	"1.24479317662853e-09"	"1.80764446363654e-08"
"snR11"	"803.501141405429"	"1.45207842693519"	"0.327472462283784"	"7.74638220203159e-06"	"4.80318652434658e-05"
"snR161"	"100.022955339086"	"1.15821899119042"	"0.25425886996091"	"1.17954143358102e-06"	"8.93984892009466e-06"
"snR189"	"175.587592570877"	"1.27674101252612"	"0.269699002422664"	"5.9910215233429e-07"	"4.7622942417189e-06"
"snR190"	"1545.67236674686"	"0.979110682007514"	"0.240262972923337"	"3.23964748535971e-05"	"0.00017195249192467"
"snR32"	"570.823625808272"	"1.11852838926266"	"0.280477869963532"	"6.4915025641278e-05"	"0.000314797495098344"
"snR33"	"524.730125678405"	"1.11375735034243"	"0.298959959996285"	"0.000100270760222929"	"0.000464904305691523"
"snR34"	"652.290269249755"	"1.23004647546648"	"0.26910277132714"	"4.92382617927562e-06"	"3.22282437431806e-05"
"snR4"	"713.774539926699"	"1.09613683244323"	"0.27297720296639"	"3.14891378522071e-05"	"0.000167667163373379"
"snR43"	"500.819918529447"	"1.39041928265462"	"0.279813286591705"	"8.98448527589608e-07"	"6.94434466774042e-06"
"snR45"	"375.919296733482"	"1.00708876172084"	"0.220768171806972"	"4.6614178931206e-06"	"3.07809573277028e-05"
"snR46"	"616.312111155962"	"0.822420898503054"	"0.220580945058668"	"0.000164715718558064"	"0.0007124937174765"
"snR48"	"45.5399496091927"	"0.894752660220065"	"0.259983764945756"	"0.000150307096966267"	"0.000660386583855064"
"snR49"	"156.356566934667"	"1.50240601213428"	"0.264581305883221"	"2.28114326654571e-08"	"2.50888363528773e-07"
"snR53"	"11.247762038609"	"1.39334020607217"	"0.387976262027444"	"0.000106451550336057"	"0.000489837758027849"
"snR55"	"30.9754517078319"	"0.853630492132602"	"0.220044909690521"	"4.2974264110639e-05"	"0.000219417304351809"
"snR58"	"6.46825136029816"	"2.11655483350387"	"0.60916029148197"	"5.40634303397185e-05"	"0.000266895919167897"
"snR61"	"25.1412138646904"	"1.33894455571996"	"0.340700476548455"	"4.17544692575802e-05"	"0.000214003616691448"
"snR66"	"45.0493013570765"	"0.896359601318174"	"0.246819095233797"	"0.000236110815472949"	"0.000974810745235703"
"snR69"	"71.5798534881424"	"1.7367549080071"	"0.272382780184452"	"2.88788614425177e-10"	"4.94255819943498e-09"
"snR70"	"479.661584838352"	"0.888400076121454"	"0.21831657592943"	"6.09710449706381e-05"	"0.000297927706269491"
"snR74"	"34.3826465952925"	"0.837614523373925"	"0.216890530695625"	"0.000103249559758292"	"0.000476410795335889"
"YAL005C"	"4732.04349630942"	"2.35814329877201"	"0.213803028784651"	"3.29527589701783e-25"	"5.81789631397175e-23"
"YAL034C"	"266.459373427093"	"0.401785774909381"	"0.123934725477415"	"6.41708502556583e-05"	"0.00031174673017032"
"YAL054C"	"183.444642481477"	"1.88797670175926"	"0.40706363103799"	"4.33040439307178e-06"	"2.86798450869878e-05"
"YAL061W"	"230.188405951112"	"2.16353875987998"	"0.386894982501837"	"2.26710274042198e-08"	"2.49753567906257e-07"
"YAL062W"	"81.2001024740759"	"1.25180715069181"	"0.347655178363191"	"0.000172111838173175"	"0.000740191232246045"
"YAR027W"	"225.937415317282"	"0.8928059486084"	"0.158607779406361"	"4.09714557385491e-09"	"5.29629087764789e-08"
"YAR050W"	"265.256937671783"	"1.70814352929415"	"0.283184203749038"	"2.38428070158916e-09"	"3.25707341414858e-08"
"YAR073W"	"53.3438099272123"	"2.04605855684217"	"0.270729034362155"	"3.4535187444602e-15"	"1.33928654662332e-13"
"YAR075W"	"14.4075631457962"	"2.04884195291059"	"0.377988034624897"	"7.54436132703093e-09"	"9.33852966480023e-08"
"YBL005W-B"	"842.375526485572"	"0.786208887489071"	"0.145179843633035"	"5.44371369940501e-08"	"5.33166061449755e-07"
"YBL048W"	"15.4033268160662"	"2.24792132462004"	"0.434588090230003"	"1.02829728606166e-08"	"1.21245105310855e-07"
"YBL049W"	"44.1599144534249"	"2.40953586443859"	"0.315055162453675"	"1.53098139945885e-16"	"7.49733883866379e-15"
"YBL064C"	"329.018461159135"	"0.858655345609038"	"0.136707682178914"	"5.58738977675096e-10"	"8.99199547186329e-09"
"YBL065W"	"4.16191442957428"	"2.13198468166356"	"0.644071576809195"	"6.93100890206126e-06"	"4.34676525910876e-05"
