"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"YFL060C"	10.8966356223056	2.6820992330548e-06	0.00144268564116738	2.28367922418136e-10	5.66524800745973e-09
"YFL062W"	35.055939405058	6.61229769054523e-07	0.00144268032538869	1.37969614564397e-21	8.63821186806047e-20
"YFR010W"	747.358235341898	6.07537145916521e-06	0.00144251079488527	4.27970547775216e-06	4.9015302806172e-05
"YFR033C"	572.003718423248	6.1992942803494e-06	0.00144253499759644	1.38736721001303e-09	3.04018401287522e-08
"YGL003C"	353.403697356252	8.82273602839452e-07	0.00144242944059611	6.24566139257469e-08	1.05550071966031e-06
"YGL032C"	169.578138666723	8.89592988134549e-06	0.00144262961132998	4.29092123715956e-182	2.82085162130869e-179
"YGL039W"	297.04032995685	6.21452374221349e-06	0.00144262167497899	5.65242324631125e-05	0.000475787841501283
"YGL048C"	1149.43809381668	9.05715942437022e-06	0.00144243447081091	1.99028273723777e-22	1.2827567367256e-20
"YGL056C"	722.558750495995	8.62364713244951e-06	0.00144255922752448	7.2410513091006e-06	7.85522628812332e-05
"YGL064C"	116.540383669046	1.80913697399268e-06	0.00144259768581421	8.07068059255194e-05	0.000641555673705398
"YGL073W"	372.476575283352	4.33429882363452e-06	0.00144254620710627	1.72648466411006e-06	2.15676310374006e-05
"YGL086W"	249.136330006709	9.88721168674696e-07	0.00144266451832242	4.93205257338696e-05	0.000420535844584253
"YGL133W"	285.619103115119	3.01306047237889e-05	0.00144263872315037	1.70038231608649e-10	4.26653181143228e-09
"YGL145W"	213.271965395372	1.58543145557184e-05	0.00144253230657131	0.000123396846139495	0.000913045587513272
"YGL146C"	31.3891967470798	4.57228864155349e-07	0.00144265621050969	9.29990171909781e-06	9.68899427913613e-05
"YGL155W"	346.741029921135	8.16836424636826e-06	0.00144248476064792	0.000127991949337765	0.000936992288359091
"YGL163C"	216.705492505758	8.99623058202602e-06	0.00144254191286532	1.4891385137053e-06	1.89353899208871e-05
"YGL166W"	94.6433984075497	4.30473172068622e-06	0.0014426578789733	2.89968058405824e-07	4.38218394473537e-06
"YGL173C"	6329.54288183332	5.89257844076304e-06	0.00144242097988642	5.37277519666499e-05	0.000455162682253552
"YGL180W"	325.745202421609	2.01154874328042e-05	0.00144253693123472	4.04705740088433e-30	3.3677665004321e-28
"YGL185C"	63.8640421753706	1.59815093398414e-06	0.00144263840534827	2.98393457144853e-07	4.47862691157595e-06
"YGL186C"	1285.52780388885	4.65244128658619e-06	0.00144265192251519	8.49627842750313e-08	1.41046803995974e-06
"YGL192W"	44.6267487069058	2.196104046735e-06	0.00144269021075825	4.64498021815642e-23	3.11592856675105e-21
"YGL196W"	445.357049477417	5.52556069359212e-06	0.00144256390609693	1.04477717879439e-15	4.23973158851502e-14
"YGL203C"	792.386843198281	1.03783220101435e-05	0.00144238556625976	2.04495534044312e-05	0.000194833860986566
"YGL204C"	55.7520031570716	4.00277408179286e-06	0.00144266008174504	1.61084849636943e-07	2.55173928075485e-06
"YGL251C"	76.4298768644456	1.56924114803555e-06	0.0014426394025746	2.6924919464613e-18	1.36157246584897e-16
"YGL256W"	587.378120170096	1.31628281353737e-05	0.00144262157746416	2.58738870800073e-06	3.14408380155209e-05
"YGL257C"	422.518382522784	9.03206564885139e-06	0.00144249498588595	1.53212934744496e-05	0.000151461929775987
"YGL262W"	12.0207473948205	8.80258293770592e-07	0.00144268338479723	5.89879970065719e-09	1.19687374173211e-07
"YGL263W"	119.693636049984	4.0499633234472e-06	0.00144266320643482	2.20634909140292e-13	7.79813920800152e-12
"YGR002C"	167.363261111911	4.64792047373549e-06	0.00144256562439351	5.7109864426554e-05	0.000480102619872335
