"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"YMR120C"	14226.8956891044	-0.988324502746258	0.260985590057793	37.9029018322496	1.17354047818552e-06	0.000113873893297036
"YMR128W"	833.540185331291	-0.0179182889983473	0.313631625789327	32.688968592765	1.20341301034644e-05	0.000628595019425817
"YMR189W"	7517.94646243256	-1.08080239976323	0.308967071005862	44.5208710043406	5.82670908103303e-08	9.64491726707467e-06
"YMR229C"	7755.67440372173	-0.490196860790759	0.270684819410377	38.5921941949973	8.60319143510262e-07	9.10354350765287e-05
"YMR259C"	1256.91916973386	-0.203896206979131	0.159199285414895	38.147588261131	1.0511430649464e-06	0.000103786546833656
"YMR300C"	3192.27952782271	-1.07927519383352	0.184671285873824	54.4539826725119	5.97464106968141e-10	2.80210666168058e-07
"YMR309C"	4170.98245062803	-0.166496206807746	0.128809745945802	37.34726064687	1.50662448742735e-06	0.000131005555887872
"YNL132W"	2824.49849865429	-0.39563312444503	0.199579738900696	46.1077754561891	2.81782681599819e-08	5.76547515040828e-06
"YNL160W"	927.992243401973	-1.17086433737031	0.520075321764412	49.2539406566044	6.63235861360185e-09	1.7923769489106e-06
"YOR310C"	3117.05633363562	-0.652042424061291	0.180807889963151	40.8278653673005	3.13076601854276e-07	4.24011875097819e-05
"YOR341W"	9334.98312839134	-0.386798363064657	0.210657392782905	51.7104640677424	2.13228369035669e-09	7.50030788082964e-07
"YPL012W"	3643.41935608248	-0.268881180695369	0.19498684899462	53.5964473888116	8.89703040011996e-10	3.85172977629808e-07
"YPL086C"	765.359642409565	-0.0522452746824522	0.214315346915054	37.3378105724722	1.51303502713427e-06	0.000131005555887872
"YPL093W"	3291.89100537655	-0.358231883726927	0.206469892779836	41.0039894284235	2.89043140786313e-07	4.06683699086342e-05
"YPL126W"	1827.29902775499	-0.157181780722789	0.191252730617057	34.5536180579485	5.25830901079758e-06	0.000340158196698491
"YPL217C"	1325.41108764318	-0.625014719596026	0.307913910085023	35.6535890364022	3.21860605797994e-06	0.000232234806337322
"YPL265W"	3270.49333932509	-0.188031601217239	0.420518188203893	36.5400736569228	2.1643470179069e-06	0.000171562605870141
